Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation,Difference
USA,AL,2022,12,Male,18,Right-Handed,185.4,33.02,185.0,1,Car,10,0.299,54,Other,0,888,0,0,979,1000,33.02,,63.5,63.5,Index finger,November,Fall,Yes,No,Meat,Soft drink (caffeinated),Science,6,9,7,Yes - broadband connection,In person,30,30,15,2,0,15,5,20,30,2,8,8,28,1,,Undergraduate degree,Pop,Telepathy,Happy,Religious figure,Religious,0.4000000000000057
USA,AL,2023,12,Female,16,Left-Handed,152.4,23,152.0,1,Car,10,.454,40,Other,500,700,500,400,900,1000,23,Same length,65,70,Ring finger,May,Fall,Yes,No,No favorite,Energy drink,Other,7,10,4,Yes - other,Text messaging,20,100,8,1,0,3,3,2,12,1,30,0,0,5,Some,Graduate degree,Other,Telepathy,Rich,Other,Religious,0.4000000000000057
USA,FL,2015,12,Male,17,Right-Handed,182.9,27,182.5,1,Car,35,0.47,37.0,Basketball,100.0,200.0,300.0,300.0,600.0,900.0,26.7,Right foot,100.0,98,Index finger,August,Summer,Yes,No,Meat,Water,Art,8,10,5,Yes - broadband connection,Text messaging,90,95,15,4,1,1,15,2.0,8.0,15,4,6,0.0,0.0,Very little,Graduate degree,Rap/Hip hop,Freeze time,Happy,Relative,Education/Youth development,0.4000000000000057
USA,FL,2012,12,Male,17,Right-Handed,180.3,28,180.0,2,Car,40,0.269,,Football (American),998.0,934.0,812.0,791.0,694.0,703.0,28,Same length,92.0,90,Index finger,July,Fall,No,No,Seafood,Water,History,6,8,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",29,26,15,6,12,7,15,0.0,9.0,6,9,5,20.0,1.0,Some,Graduate degree,Reggae,Super strength,Happy,Relative,Environment,0.30000000000001137
USA,FL,2024,12,Male,17,Right-Handed,203.2,33,203.0,2,Car,12,,,Tennis,950.0,800.0,500.0,400.0,100.0,50.0,33,Same length,76.2,78.4,Ring finger,July,Summer,No,No,Meat,Water,Physical education,9,9,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",10,20,9,15,7,15,21,2.0,20.0,7,80,5,0.0,2.0,Some,Graduate degree,Reggae,Telepathy,Happy,Sports person,"Arts, culture, sports",0.19999999999998863
USA,AL,2023,12,Male,17,Right-Handed,180.3,30.5,180.2,1,Bus,10,0.355,30,Baseball/Softball,1,2,3,4,6,5,30.5,Same length,76.2,76.4,Ring finger,March,Summer,No,No,Seafood,Tea,History,8,5,2-3,Yes - other,In person,1,32,8,1,1,6,2,4,3,1,5,5,4,1,Some,High school,Country,Freeze time,Rich,Community leader or elder,"Wildlife, animals",0.10000000000002274
USA,AL,2023,12,Male,17,Right-Handed,180.3,30.5,180.2,1,Bus,10,0.355,30,Baseball/Softball,1,2,3,4,6,5,30.5,Same length,76.2,76.4,Ring finger,March,Summer,No,No,Seafood,Tea,History,8,5,2-3,Yes - other,In person,1,32,8,1,1,6,2,4,3,1,5,5,4,1,Some,High school,Country,Freeze time,Rich,Community leader or elder,"Wildlife, animals",0.10000000000002274
USA,AL,2022,12,Female,15,Right-Handed,160.0,22.5,159.9,2,Car,20,0.571,47,Skateboarding/Rollerblading,1000,1000,1000,1000,1,500,22.5,Same length,170,171,Same length,July,Fall,Yes,No,Desserts,Energy drink,History,8,3,10,Yes - other,Text messaging,68,72,5,2,1,1/2,3,2,1,4,4,4,9,0,Some,High school,Rap/Hip hop,Invisibility,Rich,Relative,Environment,0.09999999999999432
USA,AL,2013,11,Male,17,Right-Handed,192.0,24,192.0,1,Car,12,0.414,36,Tennis,0,250,0,0,1000,250,23,Right foot,82,90,Ring finger,January,Summer,Yes,No,Meat,Juice,Music,6,11,3,Yes - other,Cell phone,10,10,20,2,2,10,1,4,1,1,6,1,16,2,A lot,Graduate degree,Rock and roll,Telepathy,Happy,Musician or singer,Health,0.0
USA,MA,2017,12,Female,17,Left-Handed,167.0,26,167.0,2,Car,10,0.3,39,Walking/Hiking,647,513,509,455,1000,1000,26,Same length,460,240,Index finger,April,Fall,No,No,Pizza/Pasta,Water,Computers and technology,7,10,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",200,200,12,1,4,2,7,20,20,5,20,5,20,2,A lot,Graduate degree,Pop,Freeze time,Rich,Actor,"Arts, culture, sports",0.0
USA,MA,2024,6,Female,12,Right-Handed,164.0,20,164.0,1,Walk,5,0.365,38,Dancing,797,947,37,59,406,6847,21,Right foot,65,70,Ring finger,September,Fall,Yes,Yes,Breads/Sandwiches,Milk,Physical education,9,10,7,Yes - other,Text messaging,350,800,25,5,14,20,100,0,5,100,20,0,0,0,Very little,Graduate degree,Pop,Telepathy,Famous,Relative,Health,0.0
USA,MA,2018,11,Male,18,Left-Handed,170.0,24,170.0,1,Car,15,.280,33,,690,690,690,690,1000,1000,26,Left foot,80,80,Same length,November,Spring,Yes,No,Rice/Noodle dishes,Water,Computers and technology,5,12,4,Yes - broadband connection,Internet chat or instant messaging,150,170,40,1,3,5,7,40,10,20,56,0,0,3,Very little,High school,Other,Fly,Rich,Other,Other,0.0
USA,AL,2023,12,Male,17,Right-Handed,188.3,26.67,188.3,1,Car,2,0.9,0.9,Football (American),1000,100,100,100,100,1000,188.3,Same length,8,8.3,Same length,June,Summer,No,No,Meat,Water,Other,2,2,4,Yes - other,In person,44,444,2,4,1,1,4,32,2,4,4,4,4,4,A lot,Graduate degree,Rap/Hip hop,Fly,Rich,Actor,"Arts, culture, sports",0.0
USA,AL,2022,12,Male,18,Right-Handed,176.0,25,176.0,1,Car,4,.338,69,Football (American),166,225,48,0,711,1000,27,Left foot,7.5,7.5,Same length,October,Spring,No,No,Meat,Water,Physical education,6,9,2,Yes - broadband connection,Cell phone,5,5,2,5,1,1,1,4,5,2,10,1,35,1,Some,Some college,Pop,Freeze time,Rich,Sports person,"Arts, culture, sports",0.0
USA,MA,2015,8,Male,14,Right-Handed,164.0,26,164.0,1,Bus,35,.338,56,Football (American),620,444,722,885,0,850,26,Same length,84,88,Ring finger,October,Summer,No,No,Pizza/Pasta,Water,Physical education,7,3,8,Yes - broadband connection,Text messaging,7,43,56,4,5,6,100,78,67,6,54,3,7,5,A lot,High school,Country,Freeze time,Happy,Relative,"Wildlife, animals",0.0
USA,FL,2019,12,Male,17,Right-Handed,178.0,25,178.0,2,Bus,40,0.381,72.0,Tennis,900.0,800.0,1000.0,1000.0,750.0,750.0,25,Same length,40.0,32,Index finger,July,Summer,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,6,8,5,Yes - dial-up connection,In person,2,365,15,1,20,2,0,20.0,3.0,0,25,0,0.0,3.0,,High school,Pop,Telepathy,Rich,Musician or singer,International aid,0.0
USA,MA,2017,6,Female,12,Right-Handed,147.0,22,147.0,2,Car,10,0.46,53,Other,1000,1000,1000,1000,2000,3000,22,Same length,70,65,Index finger,February,Winter,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
USA,MA,2016,6,Male,12,Right-Handed,165.0,23,165.0,1,Bus,30,0.031,50,Martial Arts,1000,995,960,1000,350,490,23,Same length,70,70,Same length,October,Fall,Yes,No,Pizza/Pasta,Water,History,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
USA,FL,2018,12,Female,17,Right-Handed,177.5,22.5,177.5,1,Car,10,0.763,65.0,Baseball/Softball,,,,,,,21.25,Right foot,9.0,8,Index finger,June,Fall,No,No,Poultry,Soft drink (caffeinated),Mathematics and statistics,8,9,2,Yes - broadband connection,Cell phone,21,19,4,2,4,7,6,0.0,14.0,7,14,14,0.0,2.0,Some,Graduate degree,Country,Fly,Rich,Relative,Health,0.0
USA,FL,2019,6,Male,11,Right-Handed,152.0,22,152.0,2,Car,2,0.339,39.0,Soccer,1000.0,1000.0,900.0,600.0,700.0,600.0,24,Left foot,100.0,60,Index finger,February,Winter,Yes,No,Pizza/Pasta,Soft drink (caffeinated),History,8,4,5,Yes - broadband connection,In person,1,1,30,0,8,3,10,3.0,8.0,0,20,10,0.0,1.0,,Graduate degree,Rap/Hip hop,Freeze time,Happy,Sports person,Environment,0.0
USA,AL,2021,12,Female,18,Right-Handed,172.0,24,172.0,1,Car,9,0.587,40,Skateboarding/Rollerblading,925,1000,273,497,754,1000,24,Same length,68,63,Index finger,August,Fall,No,No,Seafood,Water,Art,6,9,4,Yes - broadband connection,Cell phone,16,24,4,2,32,3,1,8,8,0,8,2,0,1,A lot,Undergraduate degree,Other,Fly,Happy,Actor,International aid,0.0
USA,AL,2015,12,Female,16,Ambidextrous,165.0,25,165.0,1,Car,7,.672,34,Baseball/Softball,,,,,,,26,Left foot,80,70,Index finger,June,Fall,No,No,Meat,Tea,Science,8,10,3,Yes - other,Text messaging,100,100,21,7,0,10,10,15,15,20,20,15,4,7,A lot,High school,Punk rock,Telepathy,Happy,Relative,Religious,0.0
USA,FL,2016,11,Male,17,Right-Handed,187.9,27.94,187.9,2,Bus,35,0.479,43.0,Basketball,668.0,652.0,529.0,422.0,417.0,422.0,27.94,,88.9,101.6,Ring finger,March,Winter,Yes,No,Pizza/Pasta,Water,Art,5,6,5,Yes - broadband connection,Internet chat or instant messaging,53,53,1,0,2,1,.5,0.5,0.0,5,2,1,0.0,5.0,A lot,Other,Punk rock,Freeze time,Happy,Other,"Arts, culture, sports",0.0
USA,MA,2021,12,Female,17,Right-Handed,167.0,24,167.0,1,Car,7,0.424,41,Gymnastics,850,706,401,604,342,342,25,Left foot,73,68,Index finger,October,Fall,No,No,Pizza/Pasta,Energy drink,Other,7,9,5,Yes - other,Internet chat or instant messaging,20,20,35,3,6,1,15,0,9,9,13,1,15,2,Some,Graduate degree,Pop,Telepathy,Happy,Friend,Environment,0.0
USA,MA,2019,12,Male,17,Left-Handed,180.0,29,180.0,1,Car,4,.369,95,Athletics,957,984,503,856,342,802,29,Same length,100,100,Same length,March,Fall,No,No,No favorite,Water,History,7-8,8-10,5,Yes - broadband connection,In person,50,120,16,1,3,4,11,7,24,5,48,39,12,2,Some,Undergraduate degree,Rock and roll,Freeze time,Happy,Friend,Environment,0.0
USA,MA,2015,8,Male,13,Right-Handed,171.0,24,171.0,2,Bus,10,0.543,43,Baseball/Softball,750,750,750,750,400,400,24,Same length,350,450,Ring finger,July,Summer,No,No,Poultry,Water,Computers and technology,5,3,4,Yes - broadband connection,Text messaging,80,80,10,1,8,10,4,20,2,2,24,1,0,1,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Other,Education/Youth development,0.0
USA,AL,2015,12,Male,17,Right-Handed,167.6,29,167.6,2,Car,8,0.7,51,Skateboarding/Rollerblading,500,200,1000,1000,800,1000,29,Same length,90,100,Ring finger,June,Winter,No,No,Meat,Soft drink (caffeinated),History,6,9,5,Yes - broadband connection,Text messaging,250,250,5,0,2,1,1,0,5,10,5,0,40,6,Some,Some college,Rhythm and blues (R&B),Freeze time,Happy,Musician or singer,International aid,0.0
USA,AL,2010,12,Male,18,Right-Handed,176.0,26,176.0,1,Car,6,.271,32,Soccer,144,32,353,,706,909,26,Same length,9,10,Ring finger,October,Winter,No,No,Meat,Water,English,8,6,3,Yes - broadband connection,Other,197,204,25,3,2,5,7,30,3,3,30,2,0,10,Very little,Graduate degree,Rock and roll,Telepathy,Rich,Relative,"Arts, culture, sports",0.0
USA,MA,2015,8,Male,14,Right-Handed,177.0,30,177.0,1,Bicycle,30,3.15,32,Football (American),1000,750,800,800,350,400,30,Same length,100,90,Index finger,January,Fall,No,No,No favorite,Milk,Computers and technology,11,14,7,No internet connection,Text messaging,10,15,0,1,6,30,10,5,2,4,3,5,0,2,A lot,Other,Rap/Hip hop,Telepathy,Happy,Relative,International aid,0.0
USA,MA,2020,12,Female,17,Right-Handed,170.0,24,170.0,2,Car,7 min,0.479,35,Other,1000,750,1000,500,500,750,23,Right foot,78,78,Same length,April,Spring,Yes,No,Pizza/Pasta,Coffee,History,6.5,8.5 ,4,Yes - broadband connection,Text messaging,75,100,35,1,8,6,2,0,14,2,17,12,16,1,Some,Graduate degree,Pop,Fly,Happy,Relative,Environment,0.0
USA,FL,2022,12,Female,17,Right-Handed,156.0,22,156.0,1,Car,15,0.939,57.0,Basketball,700.0,600.0,800.0,1000.0,500.0,700.0,22,Same length,85.0,85,Index finger,August,Summer,No,No,Pizza/Pasta,Water,Science,7,8,5,Yes - other,Text messaging,20,25,5,4,1,15,8,2.0,24.0,24,4,6,12.0,5.0,Some,Some college,Pop,Invisibility,Happy,Friend,Health,0.0
USA,MA,2022,12,Female,17,Left-Handed,162.0,25,162.0,1,Bus,20,0.344,52,Walking/Hiking,1000,1000,500,500,900,900,25,Same length,82,91,Ring finger,November,Fall,Yes,No,Desserts,Coffee,Science,5,9,3,Yes - broadband connection,Internet chat or instant messaging,5,5,5,5,4,2,1,3,6,1,10,0,15,3,A lot,Graduate degree,Heavy metal,Telepathy,Happy,Other,Environment,0.0
USA,MA,2017,8,Male,13,Left-Handed,170.0,28,170.0,2,Rail (Train/Tram/Subway),20,0.3,42,Walking/Hiking,999,800,1000,900,600,500,28,Left foot,85,86,Ring finger,May,Spring,No,No,Rice/Noodle dishes,Milk,Computers and technology,8,9,4,Yes - broadband connection,,8,15,6,0,3,7,3,8,1,2,6,1,0,1,Some,Graduate degree,Country,Freeze time,Happy,Friend,Health,0.0
USA,MA,2019,11,Female,17,Right-Handed,175.3,24.5,175.3,1,Car,4,.423,48,Dancing,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
USA,MA,2018,11,Female,18,Right-Handed,160.0,23,160.0,2,Car,8,.593,52,Basketball,487,487,487,1000,1000,1000,23,Same length,65,65,Same length,February,Spring,No,No,Rice/Noodle dishes,Coffee,Art,6,9,5,Yes - broadband connection,Text messaging,400,500,100,1,1,0,0,2,8,8,9,7,23,0,A lot,Some college,Rap/Hip hop,Telepathy,Rich,Relative,Health,0.0
USA,AL,2022,12,Male,17,Right-Handed,187.0,31,187.0,1,Car,15,.334,60,Basketball,1000,1000,1000,400,385,1000,31,Same length,80,76,Index finger,December,Summer,No,No,Meat,Sports drink,Physical education,7,9,3,Yes - broadband connection,Text messaging,80,100,4,8,4,1,18,0,7,2,0,6,15,1,Very little,Some college,Rap/Hip hop,Freeze time,Rich,Friend,Health,0.0
USA,AL,2021,12,Male,17,Right-Handed,174.0,35,174.0,2,Rail (Train/Tram/Subway),25,.404,,Basketball,600,600,500,750,900,900,27,Right foot,60,50,Ring finger,August,Spring,Yes,No,Desserts,Tea,Mathematics and statistics,7.5,8.5,2,Yes - other,Internet chat or instant messaging,15,14,4,1,4,10,2,2,4,2,8,6,15,10,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Religious figure,International aid,0.0
USA,MA,2017,12,Female,17,Right-Handed,157.5,20.3,157.5,2,Rail (Train/Tram/Subway),30,.299,50,Swimming,790,800,850,900,600,1000,20.32,Same length,63.5,63.5,Same length,August,Fall,No,No,Rice/Noodle dishes,Water,English,5,10,4,Yes - broadband connection,Text messaging,50,52,40,10,5,8,8,8,15,20,30,5,12,10,Some,Graduate degree,Pop,Telepathy,Happy,Community leader or elder,"Wildlife, animals",0.0
USA,MA,2015,8,Male,13,Right-Handed,161.0,23,161.0,1,Bus,20,0.566,60,,1000,1000,1000,1000,1000,1000,23,Same length,,,,June,Summer,Yes,No,Pizza/Pasta,Water,Art,7,12,4,Yes - broadband connection,Internet chat or instant messaging,0,0,0,14,7,8,0,3,3,5,29,0,0,0,A lot,Graduate degree,Heavy metal,Freeze time,Happy,Other,Health,0.0
USA,AL,2022,12,Female,18,Right-Handed,160.0,30.5,160.0,1,Car,18,0.757,45,Dancing,100,150,500,200,780,980,30,Right foot,60,60,Index finger,October,Fall,No,No,Rice/Noodle dishes,Tea,History,7,5,5,Yes - dial-up connection,Text messaging,83,123,10,1,0,4,0,0,0,1,3,1,22,1,Some,Graduate degree,Country,Freeze time,Healthy,Relative,Health,0.0
USA,MA,2018,12,Female,17,Right-Handed,160.0,23,160.0,2,Car,6,.41,58,Other,1000,791,422,695,401,262,22,Right foot,6.9,6.6,Index finger,August,Fall,No,No,Breads/Sandwiches,Water,Computers and technology,5,8,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",17,33,3,1,15,10,8,0,15,20,20,4,1,1,A lot,Undergraduate degree,Pop,Fly,Happy,Actor,Health,0.0
USA,MA,2022,12,Female,16,Right-Handed,165.0,9,165.0,2 1/2,Car,10,0.405,58,Swimming,10,7,4,5,9,8,9,Right foot,,,Index finger,September,Fall,No,No,Rice/Noodle dishes,Juice,English,6,8,3,Yes - broadband connection,In person,12,40,4,1,12,6,8,0,8,2,35,2,10,4,A lot,Graduate degree,Pop,Fly,Happy,Relative,International aid,0.0
USA,AL,2023,12,Female,18,Right-Handed,157.5,23.5,157.5,1,Car,8,0.367,43,Walking/Hiking,775,684,786,695,503,701,23.5,Same length,63.5,63.5,Same length,January,Fall,No,No,Breads/Sandwiches,Water,English,6,8,4,Yes - other,Internet chat or instant messaging,150,100,70,25,2,5,5,0,2,50,3,15,30,6,Some,Some college,Rap/Hip hop,Telepathy,Rich,Business person,Environment,0.0
USA,MA,2016,8,Male,14,Right-Handed,160.0,24,160.0,1,Bus,47,0.343,37,Golf,754,620,465,738,578,572,24,Same length,10,7,Index finger,November,Fall,No,No,Pizza/Pasta,Water,Computers and technology,8.5,10,5,Yes - broadband connection,Other,2,7,4.5,.5,1.5,1,1,2,.5,.05,1,1,0,.1,Very little,Graduate degree,Rock and roll,Fly,Rich,Other,International aid,0.0
USA,FL,2011,12,Female,17,Right-Handed,164.0,23,164.0,1,Car,10,0.247,,Soccer,700.0,700.0,700.0,,1000.0,1000.0,24,Left foot,70.0,75,Ring finger,October,Summer,Yes,No,Fruit,Water,History,6,8,4,Yes - broadband connection,In person,15,15,7,1,30,15,7.5,0.0,0.5,2,4,7,0.0,3.0,A lot,Graduate degree,Country,Invisibility,Happy,Relative,"Wildlife, animals",0.0
USA,AL,2023,12,Female,17,Right-Handed,153.0,254,153.0,1,Car,15,0.237,50,Other,497,299,465,545,390,289,254,Same length,70,70,Same length,June,Summer,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,6,10,5,Yes - broadband connection,In person,5,8,20,4,0,6,3,5,3,4,4,1,40,8,Some,Other,Gospel,Invisibility,Healthy,Other,"Wildlife, animals",0.0
USA,MA,2017,8,Female,14,Right-Handed,160.0,21,160.0,2,Car,5,0.456,43,Basketball,300,400,500,400,800,900,21,Same length,60,70,Ring finger,October,Summer,Yes,No,Pizza/Pasta,Water,Languages,6,9,5,Yes - broadband connection,Cell phone,10,14,10,12,6,6,5,0,20,14,20,18,0,0,A lot,Graduate degree,Country,Freeze time,Happy,Relative,International aid,0.0
USA,MA,2021,12,Male,18,Right-Handed,176.0,26,176.0,2,Car,15,0.31 ,35,Golf,200,400,100,200,900,700,26,Same length,77,81,Ring finger,September,Winter,Yes,No,Pizza/Pasta,Water,Computers and technology,8,10,4,Yes - broadband connection,Cell phone,32,35,20,10,2,10,15,15,30,5,60,20,15,10,,Some college,Gospel,Freeze time,Rich,Relative,Health,0.0
USA,MA,2015,8,Female,14,Right-Handed,154.0,20,154.0,1,Bus,20,0.298,34,Baseball/Softball,500,600,500,500,50,500,22,Left foot,70,73,Ring finger,January,Fall,No,No,Fruit,Water,Physical education,7,10,4,Yes - other,Text messaging,30,20,40,1,12,2,15,0,40,40,40,7,0,1,Very little,Graduate degree,Country,Invisibility,Healthy,Musician or singer,"Wildlife, animals",0.0
USA,MA,2022,7,Male,12,Right-Handed,167.0,26,167.0,1,Car,7,0.432,51,Baseball/Softball,900,900,900,700,600,1000,24,Right foot,90,70,Index finger,February,Winter,No,No,No favorite,Water,Physical education,10,10-11,3,Yes - broadband connection,In person,10,60,7,1,7-8,30,14,7,5,0,14,5,0,0,Some,Graduate degree,Other,Fly,Happy,Relative,Health,0.0
USA,MA,2021,11,Female,16,Right-Handed,169.0,24,169.0,2,Car,6,0.343,30,Hockey (Field),1000,850,900,800,500,550,23,Right foot,65,75,Ring finger,August,Summer,No,Yes,Fruit,Water,History,8,9,4,Yes - other,In person,15,20,6,1,8,8,8,1,3,4,20,6,0,3,A lot,Graduate degree,Other,Freeze time,Happy,Coach or club leader,Environment,0.0
USA,MA,2024,6,,12,Right-Handed,154.0,24,154.0,1,Bus,25,0.411,69,Baseball/Softball,594,174,465,64,27,947,24,Same length,3.5,3,Index finger,October,Spring,No,No,Pizza/Pasta,Soft drink (non-caffeinated),History,8,9,4,Yes - other,Text messaging,20,100,1,2,1,1,0,7,7,1,5,2,0,0,Some,Other,Pop,Freeze time,Happy,Relative,Religious,0.0
USA,AL,2021,12,Female,17,Right-Handed,160.0,20.5,160.0,1,Car,5-10 ,.376,42,Dancing,1000,500,400,300,100,900,21.5,Left foot,75,75,Same length,August,Spring,Yes,No,Seafood,Water,English,5,8,3,Yes - broadband connection,Internet chat or instant messaging,100,300,10,5,7,1,0,0,24,24,30,3,25,4,Some,Graduate degree,Other,Freeze time,Happy,Other,Environment,0.0
USA,MA,2015,8,Male,14,Right-Handed,160.0,25,160.0,1,Car,5,.253,35,Basketball,567,267,369,471,230,583,25,Same length,61,71,Ring finger,October,Winter,Yes,No,Pizza/Pasta,Soft drink (caffeinated),Mathematics and statistics,7,10,3,Yes - broadband connection,Text messaging,11,11,10,5,7,9,10,20,24,3,4,5,0,,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Sports person,Education/Youth development,0.0
USA,MA,2023,10,Female,16,Right-Handed,157.0,22,157.0,1,Car,5,.765,51,Other,449,53,134,695,1000,1000,160,Left foot,88,88,Same length,July,Summer,No,No,Breads/Sandwiches,Energy drink,English,6,12,3,Yes - dial-up connection,Internet chat or instant messaging,70,100,15,4,7,3,0,0,20,25,10,15,20,0,A lot,Graduate degree,Country,Telepathy,Rich,Friend,Health,0.0
USA,MA,2019,12,Female,17,Right-Handed,163.0,21,163.0,1,Car,13,.32,43,Lacrosse,508,545,471,465,32,1000,,Same length,70,60,Index finger,November,Summer,Yes,No,Desserts,Milk,Other,7,,4,Yes - broadband connection,Text messaging,200,300,10,1,0,2,15,0,10,48,17,1,20,0,A lot,Undergraduate degree,Pop,Invisibility,Happy,Relative,Health,0.0
USA,FL,2015,11,Male,16,Right-Handed,198.0,29.4,198.0,1,Bus,30,319.0,42.0,Swimming,500.0,100.0,100.0,500.0,10.0,20.0,29.4,Same length,25.0,25,Index finger,December,Winter,No,No,Poultry,Water,History,4,8,5,Yes - other,Text messaging,2,3,11,0,1,1,2,0.0,0.0,0,0,3,15.0,2.0,A lot,Other,Other,Super strength,Happy,Other,"Arts, culture, sports",0.0
USA,MA,2019,12,Female,18,Right-Handed,151.0,220,151.0,1,,8,0.416,43,,754,674,487,492,299,572,212,Right foot,115,60,Index finger,February,Fall,No,No,Pizza/Pasta,Water,English,8,11,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",1,1,0,0,3,2,0,5,2.5,0,3,1,0,2,Very little,Undergraduate degree,Rock and roll,Freeze time,Healthy,Actor,International aid,0.0
USA,MA,2021,12,Female,16,Right-Handed,152.4,14.22,152.4,1,Car,15,1.435,49,Walking/Hiking,668,770,508,519,727,834,13.97,Right foot,600,605,Ring finger,September,Summer,Yes,No,Desserts,Sports drink,Music,6,9,4,Yes - broadband connection,Text messaging,30,30,6,28,28,35,0,4,14,42,21,28,20,5,Some,High school,Rap/Hip hop,Invisibility,Happy,Relative,Environment,0.0
USA,MA,2016,6,Female,11,Right-Handed,150.0,24,150.0,2,Car,5,.34,55,Swimming,900,700,50,600,800,900,24,Same length,78,82,Ring finger,July,Summer,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,9,11,3,Yes - broadband connection,,0,0,1,.1,10,4,8,4,0,.5,100,0,0,0,,Graduate degree,Classical,Fly,Healthy,Other,Environment,0.0
USA,MA,2017,8,Female,14,Right-Handed,134.0,18,134.0,1,Car,3,0.362,43,Other,750,750,800,500,900,1000,18,Same length,60,60,Same length,October,Fall,No,No,Pizza/Pasta,Water,English,7,10,3,Yes - other,Text messaging,33,100,25,2,10,25,2,0,20,15,20,5,0,1,A lot,Graduate degree,Pop,Telepathy,Happy,Relative,Health,0.0
USA,MA,2021,11,Female,16,Right-Handed,165.0,24,165.0,1,Bus,15,.405,48,Hockey (Ice),1000,727,503,310,610,1000,24,Same length,83.2,86.26,Ring finger,April,Fall,No,,Rice/Noodle dishes,Water,History,5,10,5,Yes - broadband connection,,100,90,40,4,4,2,2,0,30,2,25,0,15,1,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Relative,Health,0.0
USA,AL,2022,12,Female,17,Right-Handed,167.6,24.6,167.6,2,Car,15,5.444,38,Running/Jogging,500,500,500,600,200,200,26.4,Left foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
USA,FL,2017,12,Male,18,Right-Handed,170.2,30.48,170.2,1,Car,10,0.694,49.0,Other,1000.0,1000.0,1000.0,1000.0,750.0,900.0,30.48,Same length,76.2,69.85,Index finger,January,Winter,Yes,No,Meat,Water,Music,7,8,3,Yes - other,Internet chat or instant messaging,50,60,2,0,10,4,0,0.0,25.0,1,50,3,0.0,2.0,A lot,Graduate degree,Pop,Invisibility,Happy,Teacher,"Arts, culture, sports",0.0
USA,MA,2018,12,Male,18,Right-Handed,184.0,27.94,184.0,2,Other,45,0.765,72,Other,500,500,500,500,600,700,27.94,Same length,88.9,76.2,Index finger,July,Winter,Yes,No,Meat,Water,Mathematics and statistics,6.5,9,4,Yes - broadband connection,Cell phone,0,0,0,0,2,.5,.25,1,1,0,3,2,0,.5,,Undergraduate degree,Other,Freeze time,Happy,Friend,Education/Youth development,0.0
USA,MA,2017,8,Male,14,Right-Handed,182.0,34,182.0,1,Bus,14.5,0.428,49,Basketball,1000,1000,850,807,765,807,33,Right foot,90,100,Ring finger,December,Summer,No,No,Other,Water,Computers and technology,10,14,4,Yes - other,E-mail,0,0,5,2,3,6,2,5,5,1,4,6,4,6,Very little,High school,Other,,Happy,Other,Other,0.0
USA,MA,2017,12,Female,17,Right-Handed,160.0,23.5,160.0,1,Car,40,0.541,46,Dancing,600,548,733,631,630,856,23.5,Same length,70,80,Index finger,August,Fall,Yes,No,Rice/Noodle dishes,Water,English,6,9,6,Yes - other,Text messaging,60,65,10,1,10,11,2,0,3,3,4,3,0,3,A lot,Graduate degree,Pop,Fly,Healthy,Relative,Health,0.0
